Company,Company Score,Job Title,Location,Date,Salary,job family,seniority,specialization,city,state,is_remote,data_not_available,country,date_since_posted,salary_min,salary_max
prove,3.4,senior software engineer,"Chicago, IL",4d,129K - 224K,software engineer,senior,,Chicago,IL,False,False,United States,4,129000.0,224000.0
fanatics inc.,3.5,software engineer ii,"Sylmar, CA",30d+,169K,software engineer,junior,,Sylmar,CA,False,False,United States,30,,
schweitzer engineering laboratories,4.2,"senior software engineer, orchestration team","Chicago, IL",6d,45.66 - 54.99 Per Hour,software engineer,senior,,Chicago,IL,False,False,United States,6,,
themis insight,3.9,software engineer iii,"New York, NY",30d+,130K - 270K,software engineer,senior,,New York,NY,False,False,United States,30,130000.0,270000.0
world vision usa,4.9,associate software engineer - c# emphasis,"Pullman, WA",30d+,140K - 180K,software engineer,not specified,c#,Pullman,WA,False,False,United States,30,140000.0,180000.0
rippling,3.7,jr. software engineer - hybrid/remote,Remote,2d,69K - 98K,software engineer,junior,,,,True,False,United States,2,69000.0,98000.0
hop labs,4.2,software development engineer iii,United States,16d,59K - 86K,software engineer,senior,,United States,,False,False,United States,16,59000.0,86000.0
"hawaiian airlines, inc.",3.2,staff software engineer - documents,United States,2d,80K - 123K,software engineer,not specified,,United States,,False,False,United States,2,80000.0,123000.0
netapp,3.9,ml software engineer,Remote,30d+,105K - 152K,software engineer,not specified,,,,True,False,United States,30,105000.0,152000.0
quantum systems inc,4.1,"software developer engineer, it technical operations","Honolulu, HI",10d,135K - 175K,software engineer,not specified,,Honolulu,HI,False,False,United States,10,135000.0,175000.0
salesforce,3.9,software engineer,Remote,10d,154K - 279K,software engineer,not specified,,,,True,False,United States,10,154000.0,279000.0
visa,3.7,software engineer lead,"Moorpark, CA",12d,86K - 145K,software engineer,leadership,,Moorpark,CA,False,False,United States,12,86000.0,145000.0
honeywell,3.6,full-stack software engineer – lmts / pmts,"San Francisco, CA",30d+,104K - 348K,software engineer,not specified,,San Francisco,CA,False,False,United States,30,104000.0,348000.0
oliver wyman group,3.4,software engineer – senior consultant level - tink,"Austin, TX",4d,76K - 155K,software engineer,senior,,Austin,TX,False,False,United States,4,76000.0,155000.0
nvidia,2.5,software engineer i,"Richardson, TX",30d+,83K - 114K,software engineer,junior,,Richardson,TX,False,False,United States,30,83000.0,114000.0
morgan stanley,4.4,nera associate software engineer,"White Plains, NY",30d+,155K - 221K,software engineer,not specified,,White Plains,NY,False,False,United States,30,155000.0,221000.0
amex,4.5,system software engineer – autonomous vehicles platform,"Santa Clara, CA",30d+,100K - 200K,software engineer,not specified,,Santa Clara,CA,False,False,United States,30,100000.0,200000.0
multi state lottery association,4.0,"associate, python / perl dev","Alpharetta, GA",10d,83K - 110K,other,not specified,python,Alpharetta,GA,False,False,United States,10,83000.0,110000.0
eog resources,3.4,"backend software engineer, digital banking-payments","Phoenix, AZ",6d,99K,software engineer,not specified,backend,Phoenix,AZ,False,False,United States,6,,
baxter,3.7,senior software engineer,"Johnston, IA",11d,129K - 207K,software engineer,senior,,Johnston,IA,False,False,United States,11,129000.0,207000.0
afterpay,3.7,software engineer i,"Houston, TX",30d+,161K - 215K,software engineer,junior,,Houston,TX,False,False,United States,30,161000.0,215000.0
u.s. bank national association,4.0,senior backend software engineer (hybrid),"Bellevue, WA",30d+,93K - 132K,software engineer,senior,backend,Bellevue,WA,False,False,United States,30,93000.0,132000.0
geon technologies,3.8,"software engineer - pubsub, cash app","San Francisco, CA",1d,95K - 115K,software engineer,not specified,,San Francisco,CA,False,False,United States,1,95000.0,115000.0
intel,5.0,"software engineer 2 - mainframe (cobol, jcl, vsam)","Brookfield, WI",12d,310K - 465K,software engineer,junior,,Brookfield,WI,False,False,United States,12,310000.0,465000.0
tdi technologies,4.1,software engineer,"Annapolis Junction, MD",30d+,117K - 160K,software engineer,not specified,,Annapolis Junction,MD,False,False,United States,30,117000.0,160000.0
daikin comfort technologies mfg lp,4.3,software engineer / simulation - virtual prototyping,"San Jose, CA",21d,213K - 293K,software engineer,not specified,,San Jose,CA,False,False,United States,21,213000.0,293000.0
intone networks,4.4,c# software engineer,Pennsylvania,6d,87K - 124K,software engineer,not specified,c#,Pennsylvania,,False,False,United States,6,87000.0,124000.0
intone networks,3.6,software engineer 3,"Chatsworth, CA",4d,163K - 294K,software engineer,senior,,Chatsworth,CA,False,False,United States,4,163000.0,294000.0
wise,3.6,software engineer in test,"Westlake, TX",25d,195K - 230K,software engineer,not specified,,Westlake,TX,False,False,United States,25,195000.0,230000.0
"garmin international, inc.",3.1,jr cloud engineer,"Phoenix, AZ",9d,70K - 90K,cloud engineer,junior,cloud,Phoenix,AZ,False,False,United States,9,70000.0,90000.0
nyla technology solutions,4.2,"senior software engineer ii, wise account","Austin, TX",19d,86K - 109K,software engineer,senior,,Austin,TX,False,False,United States,19,86000.0,109000.0
wellington management,3.0,senior .net software engineer,"Cary, NC",4d,79K - 124K,software engineer,senior,,Cary,NC,False,False,United States,4,79000.0,124000.0
synergy ecp,3.5,software engineer,"Annapolis Junction, MD",30d+,122K - 147K,software engineer,not specified,,Annapolis Junction,MD,False,False,United States,30,122000.0,147000.0
costco wholesale,3.1,senior software engineer,"Boston, MA",30d+,110K - 154K,software engineer,senior,,Boston,MA,False,False,United States,30,110000.0,154000.0
"vizient, inc.",4.5,software engineer,"Annapolis Junction, MD",30d+,119K - 142K,software engineer,not specified,,Annapolis Junction,MD,False,False,United States,30,119000.0,142000.0
leidos,3.7,software engineer - it sustainability,"Seattle, WA",17d,120K - 150K,software engineer,not specified,,Seattle,WA,False,False,United States,17,120000.0,150000.0
noblis,3.7,senior software engineer,"Irving, TX",30d+,85K - 131K,software engineer,senior,,Irving,TX,False,False,United States,30,85000.0,131000.0
elevi associates,4.7,junior software engineer - panama shift!,"Annapolis Junction, MD",30d+,60K - 80K,software engineer,junior,,Annapolis Junction,MD,False,False,United States,30,60000.0,80000.0
ascending,4.0,software solutions engineer – multiple levels,"Oklahoma City, OK",30d+,112K - 177K,software engineer,not specified,,Oklahoma City,OK,False,False,United States,30,112000.0,177000.0
trellint,4.0,sr software engineer,"Annapolis Junction, MD",4d,90K - 104K,software engineer,senior,,Annapolis Junction,MD,False,False,United States,4,90000.0,104000.0
synergy ecp,4.1,cloud software engineer,"Fairfax, VA",30d+,79K - 159K,software engineer,not specified,cloud,Fairfax,VA,False,False,United States,30,79000.0,159000.0
lockheed martin,3.6,r&d software engineer ii,Maryland,11d,195K - 245K,software engineer,junior,,Maryland,,False,False,United States,11,195000.0,245000.0
"trusted space, inc.",4.4,software engineer 1,"Columbia, MD",30d+,66K - 112K,software engineer,junior,,Columbia,MD,False,False,United States,30,66000.0,112000.0
state street,4.2,software engineer,"Highlands Ranch, CO",2d,145K - 190K,software engineer,not specified,,Highlands Ranch,CO,False,False,United States,2,145000.0,190000.0
"availity, llc.",4.0,software engineer,Colorado,16d,86K - 127K,software engineer,not specified,,Colorado,,False,False,United States,16,86000.0,127000.0
borgwarner,1.0,"software development engineer, officer, onsite","Quincy, MA",3d,120K - 140K,software engineer,not specified,,Quincy,MA,False,False,United States,3,120000.0,140000.0
ford motor company,4.1,node.js/kotlin software engineer iv,"Jacksonville, FL",24d,61K - 89K,software engineer,senior,,Jacksonville,FL,False,False,United States,24,61000.0,89000.0
forterra,3.9,software resident engineer,"Auburn Hills, MI",6d,68K - 102K,software engineer,not specified,,Auburn Hills,MI,False,False,United States,6,68000.0,102000.0
epsilon,3.1,software engineer,"Dearborn, MI",5d,79K - 125K,software engineer,not specified,,Dearborn,MI,False,False,United States,5,79000.0,125000.0
bytedance,3.3,perception software engineer - ml ops,Remote,30d+,100K - 155K,software engineer,not specified,,,,True,False,United States,30,100000.0,155000.0
logistics management institute,3.7,senior front end software engineer,"Chicago, IL",10d,94K - 122K,software engineer,senior,frontend,Chicago,IL,False,False,United States,10,94000.0,122000.0
"hottinger, bruel & kjaer",3.9,software engineer (data security-us) - 2025 start (bs/ms),"San Jose, CA",6d,60.00 - 72.00 Per Hour,software engineer,not specified,,San Jose,CA,False,False,United States,6,,
sirius xm,3.6,cloud engineer,Remote,3d,105K - 125K,cloud engineer,not specified,cloud,,,True,False,United States,3,105000.0,125000.0
warner bros. discovery,3.8,custom software engineer,"Pompano Beach, FL",30d+,103K - 147K,software engineer,not specified,,Pompano Beach,FL,False,False,United States,30,103000.0,147000.0
peloton,3.3,"senior software engineer - python, celery, redis","Oakland, CA",3d,81K - 118K,software engineer,senior,python,Oakland,CA,False,False,United States,3,81000.0,118000.0
movius interactive corporation,3.4,"vp, software engineering",United States,6d,122K - 172K,software engineer,not specified,,United States,,False,False,United States,6,122000.0,172000.0
accenture federal services,4.0,site reliability engineer,United States,6d,108K - 216K,other,not specified,,United States,,False,False,United States,6,108000.0,216000.0
corteva,3.9,software engineer- backend,"Fremont, CA",19d,122K - 184K,software engineer,not specified,backend,Fremont,CA,False,False,United States,19,122000.0,184000.0
intrafi network,3.3,software engineer,"Elkridge, MD",3d,121K - 181K,software engineer,not specified,,Elkridge,MD,False,False,United States,3,121000.0,181000.0
pseg,3.9,software engineer ii,"Johnston, IA",9d,78K - 133K,software engineer,junior,,Johnston,IA,False,False,United States,9,78000.0,133000.0
ryzlink dba chuwa america,3.1,senior software engineer,"Arlington, VA",13d,75K,software engineer,senior,,Arlington,VA,False,False,United States,13,,
trane technologies,3.6,software engineer,"Bethpage, NY",10d,86K - 139K,software engineer,not specified,,Bethpage,NY,False,False,United States,10,86000.0,139000.0
discord,4.3,software programmer,"Santa Clara, CA",5d,88K - 173K,other,not specified,,Santa Clara,CA,False,False,United States,5,88000.0,173000.0
tesla,4.2,software engineer - innovation,"Saint Paul, MN",10d,182K - 244K,software engineer,not specified,,Saint Paul,MN,False,False,United States,10,182000.0,244000.0
microsoft,4.0,"software engineer, ads (quests)","San Francisco, CA",18d,124K - 155K,software engineer,not specified,,San Francisco,CA,False,False,United States,18,124000.0,155000.0
first american fidata not availablecial corporation,3.7,"staff software engineer, backend, factory software","Fremont, CA",4d,94K - 129K,software engineer,not specified,backend,Fremont,CA,False,False,United States,4,94000.0,129000.0
intrafi network,3.6,software engineer 2,"Redmond, WA",2d,72.84 - 80.93 Per Hour,software engineer,junior,,Redmond,WA,False,False,United States,2,,
collins aerospace,3.5,software engineer ii (hybrid or remote possible),"Idaho Falls, ID",1d,130K - 165K,software engineer,junior,,Idaho Falls,ID,False,False,United States,1,130000.0,165000.0
roche,4.3,software engineer (customer-facing applications),"Arlington, VA",10d,65K - 101K,software engineer,not specified,,Arlington,VA,False,False,United States,10,65000.0,101000.0
qualtrics,3.0,software engineer,"Lenexa, KS",15d,129K - 224K,software engineer,not specified,,Lenexa,KS,False,False,United States,15,129000.0,224000.0
edward rose & sons,4.4,senior software engineer - digital pathology,"Santa Clara, CA",2d,161K - 243K,software engineer,senior,,Santa Clara,CA,False,False,United States,2,161000.0,243000.0
michelin,5.0,senior software development engineer - data engineering team,"Seattle, WA",8d,76K - 107K,data engineer,senior,,Seattle,WA,False,False,United States,8,76000.0,107000.0
"garmin international, inc.",4.7,yardi enterprise software support engineer - hybrid remote,"Bloomfield Hills, MI",11d,70K - 85K,software engineer,not specified,,Bloomfield Hills,MI,False,False,United States,11,70000.0,85000.0
smart ims,4.3,software engineer(entry/experienced) spa,"Spartanburg, SC",26d,75K - 150K,software engineer,junior,,Spartanburg,SC,False,False,United States,26,75000.0,150000.0
wipro,3.9,embedded c / linux software engineer - marine,"Olathe, KS",23d,110K - 150K,software engineer,not specified,,Olathe,KS,False,False,United States,23,110000.0,150000.0
harley-davidson,3.8,software engineer 2,United States,30d+,98K - 147K,software engineer,junior,,United States,,False,False,United States,30,98000.0,147000.0
"vizio, inc.",3.4,php engineer,"Tampa, FL",30d+,74K - 92K,other,not specified,,Tampa,FL,False,False,United States,30,74000.0,92000.0
geneva technologies inc.,3.4,associate design engineer - software v&v,"Wauwatosa, WI",30d+,8K - 12K,software engineer,senior,,Wauwatosa,WI,False,False,United States,30,8000.0,12000.0
electronx,4.2,senior software engineer,"Dallas, TX",5d,90K - 131K,software engineer,senior,,Dallas,TX,False,False,United States,5,90000.0,131000.0
camelot integrated solutions inc.,3.7,software engineer,"Monument, CO",4d,120K - 150K,software engineer,not specified,,Monument,CO,False,False,United States,4,120000.0,150000.0
"jrc integrated systems, llc",3.7,experienced: core infrastructure software engineer,Remote,3d,126K - 237K,software engineer,not specified,,,,True,False,United States,3,126000.0,237000.0
sabre engineering,3.5,software developer (job code 001),"Houston, TX",30d+,50K - 78K,software engineer,not specified,,Houston,TX,False,False,United States,30,50000.0,78000.0
thermoflow,4.2,software engineer,"Dahlgren, VA",30d+,94K - 117K,software engineer,not specified,,Dahlgren,VA,False,False,United States,30,94000.0,117000.0
fanatics inc.,3.5,jr. software engineer,"Columbia, MD",2d,185K - 200K,software engineer,junior,,Columbia,MD,False,False,United States,2,185000.0,200000.0
"twitch interactive, inc.",3.5,"computer science, software engineers, programmers","Jacksonville, FL",30d+,103K - 149K,software engineer,not specified,,Jacksonville,FL,False,False,United States,30,103000.0,149000.0
adtran,3.4,sr software engineer,"New York, NY",30d+,109K - 141K,software engineer,senior,,New York,NY,False,False,United States,30,109000.0,141000.0
oncorre,3.8,software development engineer,"Seattle, WA",5d,76K - 116K,software engineer,not specified,,Seattle,WA,False,False,United States,5,76000.0,116000.0
nmg technology services,3.8,senior software engineer,Oregon,5d,37K - 82K,software engineer,senior,,Oregon,,False,False,United States,5,37000.0,82000.0
captivation software,3.7,software engineer,"Bridgewater, NJ",30d+,129K - 159K,software engineer,not specified,,Bridgewater,NJ,False,False,United States,30,129000.0,159000.0
invisible technologies,3.7,software engineer,"Brooklyn, NY",30d+,80K - 111K,software engineer,not specified,,Brooklyn,NY,False,False,United States,30,80000.0,111000.0
metas solutions,4.1,software engineer 2 - devops,"Annapolis Junction, MD",30d+,95K - 133K,software engineer,junior,devops,Annapolis Junction,MD,False,False,United States,30,95000.0,133000.0
"gap solutions, inc.",4.0,senior software engineer - platform,Remote,16d,130K - 140K,software engineer,senior,,,,True,False,United States,16,130000.0,140000.0
independent software,4.2,software quality assurance engineer & tester,"Atlanta, GA",2d,81K - 118K,software engineer,not specified,,Atlanta,GA,False,False,United States,2,81000.0,118000.0
interimage,4.1,software qa engineer and tester,"Atlanta, GA",24h,120K - 150K,qa/test engineer,not specified,,Atlanta,GA,False,False,United States,24,120000.0,150000.0
tickets.com,5.0,"software integration engineer, junior","Fort Meade, MD",30d+,180K - 260K,software engineer,junior,,Fort Meade,MD,False,False,United States,30,180000.0,260000.0
adobe,4.9,2251 java & nifi software engineer,"Annapolis Junction, MD",18d,86K - 111K,software engineer,not specified,java,Annapolis Junction,MD,False,False,United States,18,86000.0,111000.0
embecta,3.3,senior software engineer,"Boulder, CO",6d,40.00 - 45.00 Per Hour,software engineer,senior,,Boulder,CO,False,False,United States,6,,
tesla,4.2,senior software development engineer,"San Jose, CA",11d,74K - 109K,software engineer,senior,,San Jose,CA,False,False,United States,11,74000.0,109000.0
cvs health,4.1,"senior fullstack software engineer (hybrid - andover, ma)","Andover, MA",6d,108K - 116K,software engineer,senior,,Andover,MA,False,False,United States,6,108000.0,116000.0
space systems integration,3.0,"sr. software engineer, backend, factory software","Fremont, CA",4d,103K - 146K,software engineer,senior,backend,Fremont,CA,False,False,United States,4,103000.0,146000.0
cash app,4.5,full-stack software developer,"Hartford, CT",17d,89K - 128K,software engineer,not specified,,Hartford,CT,False,False,United States,17,89000.0,128000.0
annapurna labs (u.s.) inc.,5.0,software engineer,"Albuquerque, NM",30d+,84K,software engineer,not specified,,Albuquerque,NM,False,False,United States,30,,
index engines inc.,3.9,"software engineer, incentive","Seattle, WA",3d,144K - 198K,software engineer,not specified,,Seattle,WA,False,False,United States,3,144000.0,198000.0
ford motor company,4.4,"software dev engineer - machine learning apps, accelerator","Cupertino, CA",3d,160K - 321K,software engineer,not specified,,Cupertino,CA,False,False,United States,3,160000.0,321000.0
q9software,4.1,react software engineer,Colorado,30d+,97K - 155K,software engineer,not specified,,Colorado,,False,False,United States,30,97000.0,155000.0
squarespace,3.8,software engineer,"Dearborn, MI",30d+,120K - 290K,software engineer,not specified,,Dearborn,MI,False,False,United States,30,120000.0,290000.0
"advanced micro devices, inc",3.4,software developer,"Germantown, MD",30d+,87K - 126K,software engineer,not specified,,Germantown,MD,False,False,United States,30,87000.0,126000.0
interimage,3.7,"senior software engineer, user platform (java)",United States,5d,129K - 224K,software engineer,senior,java,United States,,False,False,United States,5,129000.0,224000.0
"flow systems, inc",3.4,software development engineer - ai/ml,"San Jose, CA",30d+,103K - 141K,software engineer,not specified,,San Jose,CA,False,False,United States,30,103000.0,141000.0
openai,4.6,2128 software engineer 1 (java focused),"Annapolis Junction, MD",18d,135K - 155K,software engineer,junior,java,Annapolis Junction,MD,False,False,United States,18,135000.0,155000.0
teradyne,3.8,software engineer,"Berthoud, CO",3d,65K - 118K,software engineer,not specified,,Berthoud,CO,False,False,United States,3,65000.0,118000.0
meta,2.9,"senior software engineer, search evaluations","San Francisco, CA",6d,80K - 94K,software engineer,senior,,San Francisco,CA,False,False,United States,6,80000.0,94000.0
yellow duck technologies inc.,4.3,software performance engineer,"North Reading, MA",18d,104K - 348K,software engineer,not specified,,North Reading,MA,False,False,United States,18,104000.0,348000.0
workday,4.0,software engineer - camera (technical leadership),"Redmond, WA",3d,300K - 450K,software engineer,leadership,,Redmond,WA,False,False,United States,3,300000.0,450000.0
ops tech alliance,4.2,cleared junior software engineer,"Annapolis Junction, MD",15d,90K - 126K,software engineer,junior,,Annapolis Junction,MD,False,False,United States,15,90000.0,126000.0
cdk global,3.7,principal software engineer,"Seattle, WA",30d+,78K - 102K,software engineer,leadership,,Seattle,WA,False,False,United States,30,78000.0,102000.0
iab solutions llc,3.7,software engineer level 3,"Fort Meade, MD",30d+,110K - 154K,software engineer,senior,,Fort Meade,MD,False,False,United States,30,110000.0,154000.0
general assembly,4.2,associate software engineer,"Austin, TX",5d,87K - 171K,software engineer,not specified,,Austin,TX,False,False,United States,5,87000.0,171000.0
delta dental ins.,4.3,senior software engineer,Whitehall Township,11d,125K - 160K,software engineer,senior,,Whitehall Township,,False,False,United States,11,125000.0,160000.0
cotiviti,4.4,software engineer instructor,"Denver, CO",30d+,83K - 124K,software engineer,not specified,,Denver,CO,False,False,United States,30,83000.0,124000.0
boeing,4.1,senior software engineer,"Alpharetta, GA",1d,74K - 98K,software engineer,senior,,Alpharetta,GA,False,False,United States,1,74000.0,98000.0
braum's,3.9,sr. devops engineer,Remote,2d,102K - 159K,devops engineer,senior,devops,,,True,False,United States,2,102000.0,159000.0
cummings aerospace inc,2.5,software engineer - mid level,"Annapolis Junction, MD",17d,115K - 165K,software engineer,mid-level,,Annapolis Junction,MD,False,False,United States,17,115000.0,165000.0
t.m. bier & associates,4.4,senior software engineer,"Oklahoma City, OK",6d,108K - 216K,software engineer,senior,,Oklahoma City,OK,False,False,United States,6,108000.0,216000.0
zelis,3.9,software engineer-mid level,"Largo, FL",3d,90K - 145K,software engineer,mid-level,,Largo,FL,False,False,United States,3,90000.0,145000.0
tiktok,3.7,software engineer (bms),United States,9d,68K - 104K,software engineer,not specified,,United States,,False,False,United States,9,68000.0,104000.0
eaton,3.5,senior software engineer - c# & rust,New Jersey,3d,72K - 108K,software engineer,senior,c#,New Jersey,,False,False,United States,3,72000.0,108000.0
cvs health,3.0,"frontend software engineer graduate, tiktok infrastructure - 2025 start (bs/ms)","San Jose, CA",10d,69K - 120K,software engineer,not specified,frontend,San Jose,CA,False,False,United States,10,69000.0,120000.0
zoox,3.7,eaton development program: engineering technology - software,"Peachtree City, GA",5d,72K - 127K,software engineer,not specified,,Peachtree City,GA,False,False,United States,5,72000.0,127000.0
radiance technologies,3.9,software development engineer,"Hartford, CT",30d+,158K - 205K,software engineer,not specified,,Hartford,CT,False,False,United States,30,158000.0,205000.0
boston consulting group,4.2,senior fullstack software engineer - perception metrics platform,"San Francisco, CA",19d,100K - 160K,software engineer,senior,,San Francisco,CA,False,False,United States,19,100000.0,160000.0
sage,3.5,full stack software engineer,"Beavercreek, OH",13d,50.00 - 54.00 Per Hour,software engineer,not specified,fullstack,Beavercreek,OH,False,False,United States,13,,
neurable,4.4,"ai software engineer, campus, united states - bcg x","Los Angeles, CA",4d,130K - 210K,software engineer,not specified,,Los Angeles,CA,False,False,United States,4,130000.0,210000.0
asm international,3.4,"software engineer - c#, c++","Lawrenceville, GA",30d+,115K - 159K,software engineer,not specified,"c#, c++",Lawrenceville,GA,False,False,United States,30,115000.0,159000.0
galvion,4.0,senior software engineer,"Boston, MA",9d,138K - 192K,software engineer,senior,,Boston,MA,False,False,United States,9,138000.0,192000.0
prophet software,3.6,field software support engineer,"Hillsboro, OR",30d+,89K - 129K,software engineer,not specified,,Hillsboro,OR,False,False,United States,30,89000.0,129000.0
ansira,4.1,associate software engineer (on-site),"Portsmouth, NH",1d,130K - 150K,software engineer,not specified,,Portsmouth,NH,False,False,United States,1,130000.0,150000.0
elder research,4.7,software developer,"Westlake Village, CA",16d,177K - 251K,software engineer,not specified,,Westlake Village,CA,False,False,United States,16,177000.0,251000.0
3 reasons consulting,3.9,full stack software engineer,Washington State,11d,100K - 158K,software engineer,not specified,fullstack,Washington State,,False,False,United States,11,100000.0,158000.0
"ab2 consulting, inc.",3.2,backend software engineer,"Fort George G Meade, MD",30d+,168K - 253K,software engineer,not specified,backend,Fort George G Meade,MD,False,False,United States,30,168000.0,253000.0
university of maryland,4.1,software engineer ii,"San Diego, CA",30d+,167K - 296K,software engineer,junior,,San Diego,CA,False,False,United States,30,167000.0,296000.0
cpi card group,3.6,"software development engineer in test (sdet) / okemos, mi (hybrid)","Okemos, MI",10d,136K - 200K,qa/test engineer,not specified,,Okemos,MI,False,False,United States,10,136000.0,200000.0
simplot,3.8,research software and data engineer,"College Park, MD",5d,35.00 - 50.00 Per Hour,data engineer,not specified,,College Park,MD,False,False,United States,5,,
walmart advanced systems and robotics,4.1,software process engineer,"Fort Wayne, IN",30d+,118K - 142K,software engineer,not specified,,Fort Wayne,IN,False,False,United States,30,118000.0,142000.0
fanatics inc.,3.5,software engineer,"Boise, ID",12d,109K - 219K,software engineer,not specified,,Boise,ID,False,False,United States,12,109000.0,219000.0
ge healthcare,4.0,senior software engineer – emulation,"Andover, MA",25d,64K - 113K,software engineer,senior,,Andover,MA,False,False,United States,25,64000.0,113000.0
norc at the university of chicago,4.1,"software engineer ii, android",United States,30d+,104K - 166K,software engineer,junior,,United States,,False,False,United States,30,104000.0,166000.0
wssc water,5.0,software engineer,"Washington, DC",30d+,181K - 212K,software engineer,not specified,,Washington,DC,False,False,United States,30,181000.0,212000.0
rvo health,4.0,cloud engineer,"Chicago, IL",5d,91K - 119K,cloud engineer,not specified,cloud,Chicago,IL,False,False,United States,5,91000.0,119000.0
wisenbaker builder services,3.8,"engineering software administrator (e-builder, primavera p6)","Laurel, MD",2d,70K - 115K,software engineer,not specified,,Laurel,MD,False,False,United States,2,70000.0,115000.0
optum,3.0,2025 early career program: software engineering,"Charlotte, NC",4d,124K - 211K,software engineer,not specified,,Charlotte,NC,False,False,United States,4,124000.0,211000.0
sofi,3.9,cad software engineer (cabinets),"Hillsboro, TX",12d,161K - 253K,software engineer,not specified,,Hillsboro,TX,False,False,United States,12,161000.0,253000.0
fanatics inc.,4.1,"senior ai/ml software engineer, java - remote","Eden Prairie, MN",3d,90K - 140K,software engineer,senior,java,Eden Prairie,MN,False,False,United States,3,90000.0,140000.0
micron,3.4,"staff software engineer, at work","Seattle, WA",2d,123K - 175K,software engineer,not specified,,Seattle,WA,False,False,United States,2,123000.0,175000.0
boeing,3.5,software engineer ii,"New York, NY",18d,81K - 131K,software engineer,junior,,New York,NY,False,False,United States,18,81000.0,131000.0
bellelynn,3.6,it software engineer,"Boise, ID",30d+,77K - 104K,software engineer,not specified,,Boise,ID,False,False,United States,30,77000.0,104000.0
bertrandt,3.8,software engineer 3 - front end (contract),"El Segundo, CA",3d,125K - 208K,software engineer,senior,frontend,El Segundo,CA,False,False,United States,3,125000.0,208000.0
amazon.com services llc,3.7,sr software engineer,"Columbia, MD",3d,80K - 113K,software engineer,senior,,Columbia,MD,False,False,United States,3,80000.0,113000.0
salesforce,4.0,automotive software engineer,"Sterling Heights, MI",30d+,129K - 224K,software engineer,not specified,,Sterling Heights,MI,False,False,United States,30,129000.0,224000.0
ford motor company,4.2,"front end engineer, sponsored brands - fixed","New York, NY",4d,92K - 133K,other,not specified,frontend,New York,NY,False,False,United States,4,92000.0,133000.0
eai technologies,3.8,software engineering lmts,"Bellevue, WA",4d,105K - 130K,software engineer,not specified,,Bellevue,WA,False,False,United States,4,105000.0,130000.0
mahlet,4.1,software engineer - global order bank,"Dearborn, MI",16d,62K - 89K,software engineer,not specified,,Dearborn,MI,False,False,United States,16,62000.0,89000.0
new river systems corporation,4.4,physics/math graduate - entry level software developer,"Vienna, VA",30d+,110K - 145K,software engineer,junior,,Vienna,VA,False,False,United States,30,110000.0,145000.0
rev robotics,4.6,software engineer,"Burtonsville, MD",16d,116K - 128K,software engineer,not specified,,Burtonsville,MD,False,False,United States,16,116000.0,128000.0
"intelligenesis, llc",4.1,onestream software systems engineer,United States,17d,111K - 184K,software engineer,not specified,,United States,,False,False,United States,17,111000.0,184000.0
enersys,3.6,senior software engineer,"Carrollton, TX",5d,138K - 297K,software engineer,senior,,Carrollton,TX,False,False,United States,5,138000.0,297000.0
university of washington,4.7,full stack software engineer level 1,"Arlington, VA",30d+,109K - 145K,software engineer,junior,fullstack,Arlington,VA,False,False,United States,30,109000.0,145000.0
hewlett packard,3.8,product engineer i,"Longmont, CO",24h,97K - 133K,other,junior,,Longmont,CO,False,False,United States,24,97000.0,133000.0
movius interactive corporation,3.4,software engineer,"Seattle, WA",30d+,100K - 145K,software engineer,not specified,,Seattle,WA,False,False,United States,30,100000.0,145000.0
noblis,4.1,cloud software development engineer,"Fort Collins, CO",11d,86K - 129K,software engineer,not specified,cloud,Fort Collins,CO,False,False,United States,11,86000.0,129000.0
cedent,3.7,software engineer - backend voice,"Fremont, CA",1d,53K - 96K,software engineer,not specified,backend,Fremont,CA,False,False,United States,1,53000.0,96000.0
bank of america,3.5,software engineer (all levels),"McLean, VA",30d+,75K - 131K,software engineer,not specified,,McLean,VA,False,False,United States,30,75000.0,131000.0
linquest corporation,4.3,"software system engineer (c++, java background)","Warren, MI",30d+,119K - 173K,software engineer,not specified,"c++, java",Warren,MI,False,False,United States,30,119000.0,173000.0
hewlett packard,3.5,software engineer ii,"Charlotte, NC",3d,97K - 126K,software engineer,junior,,Charlotte,NC,False,False,United States,3,97000.0,126000.0
oracle,4.0,ground software engineer,Virginia,11d,84K - 106K,software engineer,not specified,,Virginia,,False,False,United States,11,84000.0,106000.0
federal reserve bank of boston,4.1,experienced front-end engineer,"Fort Collins, CO",14d,81K - 109K,other,not specified,,Fort Collins,CO,False,False,United States,14,81000.0,109000.0
collins aerospace,3.5,software developer,"Austin, TX",2d,166K - 228K,software engineer,not specified,,Austin,TX,False,False,United States,2,166000.0,228000.0
apriva,3.9,full-stack software engineer – digital money and payments research & development,"Boston, MA",30d+,154K - 279K,software engineer,not specified,,Boston,MA,False,False,United States,30,154000.0,279000.0
asec,3.9,software engineering co-op (summer/fall 2025) (onsite),"Cedar Rapids, IA",2d,115K - 154K,software engineer,not specified,,Cedar Rapids,IA,False,False,United States,2,115000.0,154000.0
t. rowe price,4.6,software engineer iv,"Phoenix, AZ",27d,66K - 109K,software engineer,senior,,Phoenix,AZ,False,False,United States,27,66000.0,109000.0
s&s activewear llc,3.8,software engineer,"Patuxent River, MD",16d,116K - 204K,software engineer,not specified,,Patuxent River,MD,False,False,United States,16,116000.0,204000.0
